WSxM file copyright UAM
WSxM ASCII XYZ file
X[µm]		Y[µm]		Z[nm]
1,34118	1,55294	8,51602
1,34902	1,55294	7,61171
1,35686	1,55294	8,02957
1,36471	1,55294	7,23544
1,37255	1,55294	6,21819
1,38039	1,55294	6,34478
1,38824	1,55294	5,88001
1,39608	1,55294	6,57586
1,40392	1,55294	7,59311
1,41176	1,55294	7,86222
1,41961	1,55294	7,37323
1,42745	1,55294	8,39048
1,43529	1,55294	10,5696
1,44314	1,55294	13,6214
1,45098	1,55294	15,9519
1,45882	1,55294	17,2408
1,46667	1,55294	18,3894
1,47451	1,55294	19,4066
1,48235	1,55294	18,9402
1,4902	1,55294	17,923
1,49804	1,55294	16,134
1,50588	1,55294	13,7585
1,51373	1,55294	10,7067
1,52157	1,55294	7,59571
1,52941	1,55294	7,17629
1,53725	1,55294	7,93538
1,5451	1,55294	7,87715
1,55294	1,55294	6,8599
1,56078	1,55294	5,6682
1,56863	1,55294	6,15787
1,57647	1,55294	6,56864
1,58431	1,55294	5,55139
1,59216	1,55294	3,69703
1,6	1,55294	3,77309
1,60784	1,55294	5,06971
1,61569	1,55294	6,08697
1,62353	1,55294	6,06338
1,63137	1,55294	5,7163
1,63922	1,55294	7,53571
1,64706	1,55294	8,55296
1,6549	1,55294	9,23649
1,66275	1,55294	9,47125
1,67059	1,55294	9,00007
1,67843	1,55294	7,98281
1,68627	1,55294	5,45533
1,69412	1,55294	6,26294
1,70196	1,55294	5,52368
1,7098	1,55294	5,13541
1,71765	1,55294	4,11816
1,72549	1,55294	3,19804
1,73333	1,55294	2,18079
1,74118	1,55294	3,07095
1,74902	1,55294	3,60155
1,75686	1,55294	3,58407
1,76471	1,55294	4,29222
1,77255	1,55294	4,55972
1,78039	1,55294	3,95942
1,78824	1,55294	5,11003
1,79608	1,55294	6,12728
1,80392	1,55294	6,38643
1,81176	1,55294	7,93498
1,81961	1,55294	10,6983
1,82745	1,55294	12,14
1,83529	1,55294	13,1572
1,84314	1,55294	12,14
1,85098	1,55294	10,6443
1,85882	1,55294	10,3181
1,86667	1,55294	13,3698
1,87451	1,55294	16,3208
1,88235	1,55294	17,338
1,8902	1,55294	20,0656
1,89804	1,55294	21,0829
1,90588	1,55294	20,8269
1,91373	1,55294	21,8441
1,92157	1,55294	20,8269
1,92941	1,55294	18,632
1,93725	1,55294	18,7075
1,9451	1,55294	18,1988
1,95294	1,55294	17,1816
1,96078	1,55294	14,1298
1,96863	1,55294	11,6877
1,97647	1,55294	10,6211
1,98431	1,55294	7,79282
1,99216	1,55294	6,76974
2	1,55294	5,75248
0	1,56078	6,4555
0,00784314	1,56078	6,30729
0,0156863	1,56078	6,30633
0,0235294	1,56078	5,30496
0,0313725	1,56078	5,02069
0,0392157	1,56078	8,07245
0,0470588	1,56078	10,4195
0,054902	1,56078	12,3258
0,0627451	1,56078	14,5268
0,0705882	1,56078	15,544
0,0784314	1,56078	16,414
0,0862745	1,56078	16,1336
0,0941176	1,56078	15,1163
0,101961	1,56078	12,6331
0,109804	1,56078	10,9875
0,117647	1,56078	12,4532
0,12549	1,56078	13,4704
0,133333	1,56078	13,3205
0,141176	1,56078	12,3032
0,14902	1,56078	10,6849
0,156863	1,56078	10,528
0,164706	1,56078	11,7694
0,172549	1,56078	12,7867
0,180392	1,56078	13,5276
0,188235	1,56078	13,5346
0,196078	1,56078	13,2475
0,203922	1,56078	12,2303
0,211765	1,56078	9,74022
0,219608	1,56078	8,14724
0,227451	1,56078	9,16449
0,235294	1,56078	8,57406
0,243137	1,56078	7,55681
0,25098	1,56078	7,70692
0,258824	1,56078	8,00532
0,266667	1,56078	7,38021
0,27451	1,56078	7,22826
0,282353	1,56078	6,27966
0,290196	1,56078	5,2624
0,298039	1,56078	4,5698
0,305882	1,56078	4,71135
0,313725	1,56078	5,15863
0,321569	1,56078	7,22175
0,329412	1,56078	9,19296
0,337255	1,56078	10,6145
0,345098	1,56078	11,6318
0,352941	1,56078	11,6398
0,360784	1,56078	11,9409
0,368627	1,56078	10,9237
0,376471	1,56078	9,31582
0,384314	1,56078	8,73248
0,392157	1,56078	7,71523
0,4	1,56078	5,66712
0,407843	1,56078	5,72288
0,415686	1,56078	6,74013
0,423529	1,56078	6,88775
0,431373	1,56078	5,8705
0,439216	1,56078	5,28376
0,447059	1,56078	7,63252
0,454902	1,56078	8,65947
0,462745	1,56078	9,67673
0,470588	1,56078	11,0173
0,478431	1,56078	12,0345
0,486275	1,56078	11,7459
0,494118	1,56078	10,7286
0,501961	1,56078	9,68166
0,509804	1,56078	10,708
0,517647	1,56078	11,7252
0,52549	1,56078	12,1497
0,533333	1,56078	12,4346
0,541176	1,56078	11,4174
0,54902	1,56078	11,0954
0,556863	1,56078	10,0782
0,564706	1,56078	10,1707
0,572549	1,56078	10,1742
0,580392	1,56078	9,15693
0,588235	1,56078	7,25079
0,596078	1,56078	5,75507
0,603922	1,56078	5,45189
0,611765	1,56078	5,29519
0,619608	1,56078	5,13838
0,627451	1,56078	6,00986
0,635294	1,56078	8,05466
0,643137	1,56078	9,07243
0,65098	1,56078	10,0897
0,658824	1,56078	9,49178
0,666667	1,56078	8,60058
0,67451	1,56078	9,29935
0,682353	1,56078	10,1741
0,690196	1,56078	10,315
0,698039	1,56078	11,2007
0,705882	1,56078	11,0427
0,713725	1,56078	10,0254
0,721569	1,56078	8,74537
0,729412	1,56078	8,07281
0,737255	1,56078	7,62116
0,745098	1,56078	7,90312
0,752941	1,56078	7,1573
0,760784	1,56078	7,14509
0,768627	1,56078	7,41085
0,776471	1,56078	6,3936
0,784314	1,56078	7,98818
0,792157	1,56078	10,7653
0,8	1,56078	12,5153
0,807843	1,56078	13,9705
0,815686	1,56078	14,9878
0,823529	1,56078	15,2694
0,831373	1,56078	14,2521
0,839216	1,56078	12,9173
0,847059	1,56078	10,4081
0,854902	1,56078	7,58246
0,862745	1,56078	7,92799
0,870588	1,56078	9,38501
0,878431	1,56078	11,9438
0,886275	1,56078	14,1324
0,894118	1,56078	15,5872
0,901961	1,56078	16,6044
0,909804	1,56078	16,4436
0,917647	1,56078	15,4263
0,92549	1,56078	14,091
0,933333	1,56078	12,6083
0,941176	1,56078	9,55654
0,94902	1,56078	7,99864
0,956863	1,56078	9,30594
0,964706	1,56078	10,3232
0,972549	1,56078	10,6019
0,980392	1,56078	9,5847
0,988235	1,56078	8,10119
0,996078	1,56078	8,05616
1,00392	1,56078	9,65598
1,01176	1,56078	10,6732
1,01961	1,56078	10,6574
1,02745	1,56078	9,64014
1,03529	1,56078	8,01345
1,04314	1,56078	8,73323
1,05098	1,56078	9,13648
1,05882	1,56078	12,1882
1,06667	1,56078	13,6406
1,07451	1,56078	14,7586
1,08235	1,56078	15,7759
1,0902	1,56078	15,5061
1,09804	1,56078	14,4888
1,10588	1,56078	13,1111
1,11373	1,56078	11,1853
1,12157	1,56078	9,56555
1,12941	1,56078	8,5483
1,13725	1,56078	6,17852
1,1451	1,56078	5,06863
1,15294	1,56078	5,82669
1,16078	1,56078	6,54334
1,16863	1,56078	5,83047
1,17647	1,56078	5,76662
1,18431	1,56078	6,78388
1,19216	1,56078	7,79327
1,2	1,56078	7,62829
1,20784	1,56078	8,19769
1,21569	1,56078	8,17984
1,22353	1,56078	10,2088
1,23137	1,56078	12,246
1,23922	1,56078	13,5493
1,24706	1,56078	14,5665
1,2549	1,56078	15,4285
1,26275	1,56078	15,2634
1,27059	1,56078	14,2461
1,27843	1,56078	13,1962
1,28627	1,56078	10,3946
1,29412	1,56078	7,44623
1,30196	1,56078	4,39448
1,3098	1,56078	5,59434
1,31765	1,56078	7,48294
1,32549	1,56078	8,6377
1,33333	1,56078	9,65495
1,34118	1,56078	8,75425
1,34902	1,56078	8,44058
1,35686	1,56078	9,00712
1,36471	1,56078	8,25269
1,37255	1,56078	7,23544
1,38039	1,56078	6,59766
1,38824	1,56078	6,28344
1,39608	1,56078	5,5586
1,40392	1,56078	6,57586
1,41176	1,56078	6,84497
1,41961	1,56078	8,53214
1,42745	1,56078	10,1327
1,43529	1,56078	11,1499
1,44314	1,56078	12,6041
1,45098	1,56078	14,6342
1,45882	1,56078	16,2235
1,46667	1,56078	17,3721
1,47451	1,56078	18,3894
1,48235	1,56078	17,923
1,4902	1,56078	16,9057
1,49804	1,56078	15,1168
1,50588	1,56078	12,7412
1,51373	1,56078	9,68945
1,52157	1,56078	9,21079
1,52941	1,56078	10,228
1,53725	1,56078	11,0525
1,5451	1,56078	10,9289
1,55294	1,56078	9,91165
1,56078	1,56078	8,71996
1,56863	1,56078	6,65857
1,57647	1,56078	7,07543
1,58431	1,56078	6,05818
1,59216	1,56078	4,83263
1,6	1,56078	5,07288
1,60784	1,56078	6,37501
1,61569	1,56078	7,39227
1,62353	1,56078	7,66732
1,63137	1,56078	6,65007
1,63922	1,56078	5,73605
1,64706	1,56078	6,88006
1,6549	1,56078	7,89732
1,66275	1,56078	8,454
1,67059	1,56078	7,98281
1,67843	1,56078	6,96556
1,68627	1,56078	5,74212
1,69412	1,56078	7,19058
1,70196	1,56078	8,20783
1,7098	1,56078	8,18717
1,71765	1,56078	7,16992
1,72549	1,56078	5,2411
1,73333	1,56078	2,97647
1,74118	1,56078	5,0111
1,74902	1,56078	6,02835
1,75686	1,56078	5,79382
1,76471	1,56078	5,54589
1,77255	1,56078	6,11031
1,78039	1,56078	5,64917
1,78824	1,56078	5,23132
1,79608	1,56078	6,23146
1,80392	1,56078	6,64587
1,81176	1,56078	8,95223
1,81961	1,56078	11,7156
1,82745	1,56078	13,1572
1,83529	1,56078	14,1745
1,84314	1,56078	13,9855
1,85098	1,56078	12,9682
1,85882	1,56078	10,8893
1,86667	1,56078	12,2517
1,87451	1,56078	15,3035
1,88235	1,56078	16,3208
1,8902	1,56078	19,1045
1,89804	1,56078	20,1217
1,90588	1,56078	19,7829
1,91373	1,56078	20,8002
1,92157	1,56078	19,7829
1,92941	1,56078	19,4222
1,93725	1,56078	18,4049
1,9451	1,56078	16,0711
1,95294	1,56078	14,1972
1,96078	1,56078	13,5817
1,96863	1,56078	12,5645
1,97647	1,56078	10,7731
1,98431	1,56078	7,95472
1,99216	1,56078	6,01654
2	1,56078	5,80035
0	1,56863	6,13139
0,00784314	1,56863	5,70601
0,0156863	1,56863	6,45473
0,0235294	1,56863	6,32221
0,0313725	1,56863	5,30496
0,0392157	1,56863	7,05519
0,0470588	1,56863	10,0597
0,054902	1,56863	12,7163
0,0627451	1,56863	15,226
0,0705882	1,56863	16,414
0,0784314	1,56863	17,4312
0,0862745	1,56863	17,1508
0,0941176	1,56863	16,1336
0,101961	1,56863	13,6503
0,109804	1,56863	10,5986
0,117647	1,56863	11,4359
0,12549	1,56863	12,4532
0,133333	1,56863	12,3032
0,141176	1,56863	11,286
0,14902	1,56863	9,66769
0,156863	1,56863	10,9706
0,164706	1,56863	12,0093
0,172549	1,56863	13,0265
0,180392	1,56863	12,5976
0,188235	1,56863	11,5804
0,196078	1,56863	10,2702
0,203922	1,56863	9,17849
0,211765	1,56863	8,23551
0,219608	1,56863	7,36598
0,227451	1,56863	8,14724
0,235294	1,56863	7,55681
0,243137	1,56863	6,53955
0,25098	1,56863	4,77248
0,258824	1,56863	5,9673
0,266667	1,56863	7,00464
0,27451	1,56863	8,02189
0,282353	1,56863	7,29691
0,290196	1,56863	6,27966
0,298039	1,56863	4,2329
0,305882	1,56863	4,6797
0,313725	1,56863	6,23786
0,321569	1,56863	9,28962
0,329412	1,56863	12,2447
0,337255	1,56863	13,9461
0,345098	1,56863	14,9634
0,352941	1,56863	15,1339
0,360784	1,56863	14,1167
0,368627	1,56863	12,5918
0,376471	1,56863	10,8474
0,384314	1,56863	9,74973
0,392157	1,56863	8,73248
0,4	1,56863	6,68438
0,407843	1,56863	3,89661
0,415686	1,56863	3,90337
0,423529	1,56863	4,05656
0,431373	1,56863	4,20883
0,439216	1,56863	4,4479
0,447059	1,56863	7,49966
0,454902	1,56863	10,0106
0,462745	1,56863	11,7868
0,470588	1,56863	12,804
0,478431	1,56863	13,5523
0,486275	1,56863	13,7132
0,494118	1,56863	12,696
0,501961	1,56863	10,9479
0,509804	1,56863	8,80244
0,517647	1,56863	10,8866
0,52549	1,56863	11,9039
0,533333	1,56863	12,7893
0,541176	1,56863	12,059
0,54902	1,56863	11,0417
0,556863	1,56863	10,1805
0,564706	1,56863	11,1977
0,572549	1,56863	11,3554
0,580392	1,56863	10,3381
0,588235	1,56863	9,02811
0,596078	1,56863	6,6909
0,603922	1,56863	5,67365
0,611765	1,56863	4,65613
0,619608	1,56863	4,3064
0,627451	1,56863	5,05517
0,635294	1,56863	7,03741
0,643137	1,56863	8,05517
0,65098	1,56863	9,07243
0,658824	1,56863	8,8657
0,666667	1,56863	9,01388
0,67451	1,56863	9,0153
0,682353	1,56863	9,61446
0,690196	1,56863	10,6431
0,698039	1,56863	11,6603
0,705882	1,56863	11,6611
0,713725	1,56863	10,7799
0,721569	1,56863	9,76263
0,729412	1,56863	7,8442
0,737255	1,56863	8,57731
0,745098	1,56863	7,69695
0,752941	1,56863	7,54941
0,760784	1,56863	7,98884
0,768627	1,56863	8,4281
0,776471	1,56863	7,41085
0,784314	1,56863	6,97093
0,792157	1,56863	9,748
0,8	1,56863	11,498
0,807843	1,56863	12,9533
0,815686	1,56863	13,9705
0,823529	1,56863	14,2905
0,831373	1,56863	13,8482
0,839216	1,56863	12,8309
0,847059	1,56863	10,6263
0,854902	1,56863	8,55457
0,862745	1,56863	7,67104
0,870588	1,56863	8,00335
0,878431	1,56863	10,9266
0,886275	1,56863	13,1152
0,894118	1,56863	14,5699
0,901961	1,56863	15,5872
0,909804	1,56863	15,4263
0,917647	1,56863	14,409
0,92549	1,56863	13,0738
0,933333	1,56863	11,591
0,941176	1,56863	8,53929
0,94902	1,56863	6,98138
0,956863	1,56863	8,28868
0,964706	1,56863	9,30594
0,972549	1,56863	9,66974
0,980392	1,56863	9,37092
0,988235	1,56863	8,35366
0,996078	1,56863	7,0389
1,00392	1,56863	8,63873
1,01176	1,56863	9,65598
1,01961	1,56863	9,64014
1,02745	1,56863	8,62288
1,03529	1,56863	7,43765
1,04314	1,56863	5,81683
1,05098	1,56863	8,11923
1,05882	1,56863	11,171
1,06667	1,56863	12,6233
1,07451	1,56863	13,6406
1,08235	1,56863	14,5049
1,0902	1,56863	14,4888
1,09804	1,56863	13,4716
1,10588	1,56863	12,2199
1,11373	1,56863	11,0193
1,12157	1,56863	10,2771
1,12941	1,56863	9,25982
1,13725	1,56863	7,19577
1,1451	1,56863	4,38037
1,15294	1,56863	5,69263
1,16078	1,56863	6,70989
1,16863	1,56863	6,84772
1,17647	1,56863	5,83047
1,18431	1,56863	6,3896
1,19216	1,56863	7,40685
1,2	1,56863	7,69064
1,20784	1,56863	7,18044
1,21569	1,56863	7,87303
1,22353	1,56863	10,9248
1,23137	1,56863	12,6786
1,23922	1,56863	14,3936
1,24706	1,56863	15,4109
1,2549	1,56863	16,2807
1,26275	1,56863	16,2692
1,27059	1,56863	15,252
1,27843	1,56863	14,2134
1,28627	1,56863	11,4118
1,29412	1,56863	8,46349
1,30196	1,56863	5,41173
1,3098	1,56863	4,57709
1,31765	1,56863	6,46568
1,32549	1,56863	7,62044
1,33333	1,56863	8,6377
1,34118	1,56863	8,66119
1,34902	1,56863	8,35477
1,35686	1,56863	8,63532
1,36471	1,56863	8,39764
1,37255	1,56863	7,799
1,38039	1,56863	7,42142
1,38824	1,56863	7,18665
1,39608	1,56863	6,21967
1,40392	1,56863	5,98554
1,41176	1,56863	8,02725
1,41961	1,56863	10,6566
1,42745	1,56863	11,9641
1,43529	1,56863	12,9814
1,44314	1,56863	13,1144
1,45098	1,56863	13,6014
1,45882	1,56863	15,1956
1,46667	1,56863	16,2129
1,47451	1,56863	16,9251
1,48235	1,56863	16,6095
1,4902	1,56863	15,5923
1,49804	1,56863	13,8332
1,50588	1,56863	11,9089
1,51373	1,56863	10,0364
1,52157	1,56863	11,4885
1,52941	1,56863	13,087
1,53725	1,56863	14,1043
1,5451	1,56863	13,7938
1,55294	1,56863	12,7765
1,56078	1,56863	10,8503
1,56863	1,56863	9,07111
1,57647	1,56863	6,88521
1,58431	1,56863	6,86713
1,59216	1,56863	5,84988
1,6	1,56863	6,18094
1,60784	1,56863	7,39227
1,61569	1,56863	8,40952
1,62353	1,56863	8,68458
1,63137	1,56863	7,66732
1,63922	1,56863	8,1308
1,64706	1,56863	9,57927
1,6549	1,56863	10,5965
1,66275	1,56863	9,98866
1,67059	1,56863	8,97141
1,67843	1,56863	7,92278
1,68627	1,56863	7,86006
1,69412	1,56863	9,01321
1,70196	1,56863	10,0305
1,7098	1,56863	10,0084
1,71765	1,56863	8,99112
1,72549	1,56863	7,79452
1,73333	1,56863	5,86398
1,74118	1,56863	7,41126
1,74902	1,56863	8,42851
1,75686	1,56863	8,84558
1,76471	1,56863	8,23475
1,77255	1,56863	7,3305
1,78039	1,56863	7,74688
1,78824	1,56863	6,72963
1,79608	1,56863	5,44743
1,80392	1,56863	6,89054
1,81176	1,56863	9,94229
1,81961	1,56863	11,9753
1,82745	1,56863	13,421
1,83529	1,56863	14,4383
1,84314	1,56863	15,0028
1,85098	1,56863	13,9855
1,85882	1,56863	11,9066
1,86667	1,56863	9,56304
1,87451	1,56863	12,2517
1,88235	1,56863	15,0354
1,8902	1,56863	18,0872
1,89804	1,56863	19,1045
1,90588	1,56863	18,7657
1,91373	1,56863	19,7829
1,92157	1,56863	18,7657
1,92941	1,56863	18,4049
1,93725	1,56863	17,9441
1,9451	1,56863	16,9269
1,95294	1,56863	13,8751
1,96078	1,56863	12,8761
1,96863	1,56863	11,8588
1,97647	1,56863	10,3646
1,98431	1,56863	7,31287
1,99216	1,56863	5,70855
2	1,56863	6,72581
0	1,57647	5,50378
0,00784314	1,57647	5,09077
0,0156863	1,57647	5,70596
0,0235294	1,57647	5,43984
0,0313725	1,57647	4,42259
0,0392157	1,57647	7,64512
0,0470588	1,57647	10,6969
0,054902	1,57647	13,5126
0,0627451	1,57647	15,5944
0,0705882	1,57647	16,9423
0,0784314	1,57647	17,9595
0,0862745	1,57647	17,3976
0,0941176	1,57647	16,3804
0,101961	1,57647	14,2035
0,109804	1,57647	11,1517
0,117647	1,57647	8,38419
0,12549	1,57647	9,40144
0,133333	1,57647	9,25147
0,141176	1,57647	8,90028
0,14902	1,57647	9,69903
0,156863	1,57647	11,4849
0,164706	1,57647	12,5021
0,172549	1,57647	12,6722
0,180392	1,57647	11,961
0,188235	1,57647	10,9437
0,196078	1,57647	9,64439
0,203922	1,57647	7,76983
0,211765	1,57647	8,59491
0,219608	1,57647	7,57766
0,227451	1,57647	6,35649
0,235294	1,57647	4,50505
0,243137	1,57647	4,02935
0,25098	1,57647	3,67152
0,258824	1,57647	5,45441
0,266667	1,57647	6,47166
0,27451	1,57647	7,2259
0,282353	1,57647	6,95223
0,290196	1,57647	5,93498
0,298039	1,57647	6,0805
0,305882	1,57647	5,81706
0,313725	1,57647	8,40575
0,321569	1,57647	11,2779
0,329412	1,57647	14,3296
0,337255	1,57647	16,9979
0,345098	1,57647	18,0151
0,352941	1,57647	18,1857
0,360784	1,57647	17,1684
0,368627	1,57647	15,1367
0,376471	1,57647	13,1047
0,384314	1,57647	10,0529
0,392157	1,57647	8,96235
0,4	1,57647	6,92408
0,407843	1,57647	4,00376
0,415686	1,57647	3,73165
0,423529	1,57647	3,74706
0,431373	1,57647	3,763
0,439216	1,57647	5,46515
0,447059	1,57647	8,51691
0,454902	1,57647	11,0278
0,462745	1,57647	12,804
0,470588	1,57647	14,7253
0,478431	1,57647	15,7426
0,486275	1,57647	15,4679
0,494118	1,57647	14,4507
0,501961	1,57647	12,2662
0,509804	1,57647	9,64164
0,517647	1,57647	9,86936
0,52549	1,57647	10,8866
0,533333	1,57647	11,772
0,541176	1,57647	11,0417
0,54902	1,57647	10,0245
0,556863	1,57647	11,1977
0,564706	1,57647	12,215
0,572549	1,57647	12,3726
0,580392	1,57647	11,3554
0,588235	1,57647	10,0454
0,596078	1,57647	7,70815
0,603922	1,57647	6,6909
0,611765	1,57647	5,67338
0,619608	1,57647	3,77458
0,627451	1,57647	4,03792
0,635294	1,57647	5,94798
0,643137	1,57647	6,96523
0,65098	1,57647	7,84746
0,658824	1,57647	8,53842
0,666667	1,57647	9,55568
0,67451	1,57647	9,27058
0,682353	1,57647	10,1783
0,690196	1,57647	11,1956
0,698039	1,57647	11,7909
0,705882	1,57647	12,092
0,713725	1,57647	11,0747
0,721569	1,57647	9,90742
0,729412	1,57647	8,14956
0,737255	1,57647	7,71604
0,745098	1,57647	6,69879
0,752941	1,57647	6,57036
0,760784	1,57647	7,58761
0,768627	1,57647	7,8869
0,776471	1,57647	7,57454
0,784314	1,57647	7,28777
0,792157	1,57647	8,04967
0,8	1,57647	9,91063
0,807843	1,57647	11,5239
0,815686	1,57647	12,5412
0,823529	1,57647	13,2733
0,831373	1,57647	12,8309
0,839216	1,57647	11,8137
0,847059	1,57647	9,60902
0,854902	1,57647	8,22833
0,862745	1,57647	8,23263
0,870588	1,57647	10,5853
0,878431	1,57647	12,2418
0,886275	1,57647	13,5681
0,894118	1,57647	14,5853
0,901961	1,57647	14,4423
0,909804	1,57647	13,425
0,917647	1,57647	12,2087
0,92549	1,57647	11,1914
0,933333	1,57647	9,27895
0,941176	1,57647	6,48445
0,94902	1,57647	6,34024
0,956863	1,57647	7,37933
0,964706	1,57647	8,39658
0,972549	1,57647	8,83652
0,980392	1,57647	8,35366
0,988235	1,57647	7,33641
0,996078	1,57647	7,05724
1,00392	1,57647	6,72663
1,01176	1,57647	7,74388
1,01961	1,57647	8,03138
1,02745	1,57647	7,43765
1,03529	1,57647	6,89719
1,04314	1,57647	5,87994
1,05098	1,57647	5,86176
1,05882	1,57647	8,11923
1,06667	1,57647	9,61
1,07451	1,57647	10,9246
1,08235	1,57647	11,9419
1,0902	1,57647	12,3745
1,09804	1,57647	12,2199
1,10588	1,57647	11,2026
1,11373	1,57647	10,4082
1,12157	1,57647	9,66954
1,12941	1,57647	8,65229
1,13725	1,57647	6,29934
1,1451	1,57647	5,78838
1,15294	1,57647	5,48663
1,16078	1,57647	6,41404
1,16863	1,57647	6,26113
1,17647	1,57647	5,37426
1,18431	1,57647	7,06575
1,19216	1,57647	8,08301
1,2	1,57647	8,17009
1,20784	1,57647	7,69659
1,21569	1,57647	8,89029
1,22353	1,57647	11,942
1,23137	1,57647	13,6958
1,23922	1,57647	15,1562
1,24706	1,57647	16,1734
1,2549	1,57647	16,312
1,26275	1,57647	16,1563
1,27059	1,57647	15,139
1,27843	1,57647	13,5149
1,28627	1,57647	10,569
1,29412	1,57647	7,51725
1,30196	1,57647	6,59173
1,3098	1,57647	5,99041
1,31765	1,57647	5,97515
1,32549	1,57647	6,09431
1,33333	1,57647	6,92252
1,34118	1,57647	7,64394
1,34902	1,57647	8,11712
1,35686	1,57647	9,13298
1,36471	1,57647	9,41489
1,37255	1,57647	8,81625
1,38039	1,57647	7,92344
1,38824	1,57647	8,20391
1,39608	1,57647	7,18665
1,40392	1,57647	7,00279
1,41176	1,57647	9,0445
1,41961	1,57647	11,6739
1,42745	1,57647	12,9814
1,43529	1,57647	13,9986
1,44314	1,57647	14,1317
1,45098	1,57647	14,5584
1,45882	1,57647	14,9842
1,46667	1,57647	14,5888
1,47451	1,57647	14,8922
1,48235	1,57647	14,7304
1,4902	1,57647	13,8332
1,49804	1,57647	12,816
1,50588	1,57647	10,8917
1,51373	1,57647	11,0536
1,52157	1,57647	12,5058
1,52941	1,57647	14,1043
1,53725	1,57647	15,1215
1,5451	1,57647	14,811
1,55294	1,57647	13,7938
1,56078	1,57647	12,2921
1,56863	1,57647	10,0884
1,57647	1,57647	7,03661
1,58431	1,57647	5,84988
1,59216	1,57647	6,18094
1,6	1,57647	7,1982
1,60784	1,57647	7,32642
1,61569	1,57647	8,18739
1,62353	1,57647	8,6091
1,63137	1,57647	7,59185
1,63922	1,57647	10,2117
1,64706	1,57647	11,2289
1,6549	1,57647	12,2284
1,66275	1,57647	12,6404
1,67059	1,57647	11,6232
1,67843	1,57647	10,4193
1,68627	1,57647	8,87731
1,69412	1,57647	10,0305
1,70196	1,57647	11,0477
1,7098	1,57647	11,0256
1,71765	1,57647	10,0084
1,72549	1,57647	8,81178
1,73333	1,57647	6,88123
1,74118	1,57647	8,42851
1,74902	1,57647	9,44576
1,75686	1,57647	9,86283
1,76471	1,57647	9,252
1,77255	1,57647	9,11839
1,78039	1,57647	9,8188
1,78824	1,57647	8,80155
1,79608	1,57647	7,4463
1,80392	1,57647	6,04528
1,81176	1,57647	8,92504
1,81961	1,57647	11,1237
1,82745	1,57647	13,0075
1,83529	1,57647	14,0247
1,84314	1,57647	14,44
1,85098	1,57647	13,6793
1,85882	1,57647	12,6621
1,86667	1,57647	10,5803
1,87451	1,57647	8,20509
1,88235	1,57647	11,9837
1,8902	1,57647	15,0354
1,89804	1,57647	16,0527
1,90588	1,57647	15,7139
1,91373	1,57647	16,7312
1,92157	1,57647	15,7139
1,92941	1,57647	15,9096
1,93725	1,57647	16,9269
1,9451	1,57647	15,9096
1,95294	1,57647	12,8578
1,96078	1,57647	12,1068
1,96863	1,57647	11,0895
1,97647	1,57647	9,66014
1,98431	1,57647	7,41541
1,99216	1,57647	4,6913
2	1,57647	5,70855
0	1,58431	5,45827
0,00784314	1,58431	5,20306
0,0156863	1,58431	5,97521
0,0235294	1,58431	5,365
0,0313725	1,58431	4,34775
0,0392157	1,58431	7,23038
0,0470588	1,58431	10,2821
0,054902	1,58431	12,4954
0,0627451	1,58431	14,5772
0,0705882	1,58431	16,5567
0,0784314	1,58431	17,574
0,0862745	1,58431	17,3156
0,0941176	1,58431	16,2983
0,101961	1,58431	14,1309
0,109804	1,58431	11,0791
0,117647	1,58431	7,29579
0,12549	1,58431	7,84352
0,133333	1,58431	9,49607
0,141176	1,58431	10,5133
0,14902	1,58431	10,8439
0,156863	1,58431	10,4676
0,164706	1,58431	11,4849
0,172549	1,58431	11,9549
0,180392	1,58431	11,6926
0,188235	1,58431	10,6754
0,196078	1,58431	8,6507
0,203922	1,58431	8,59491
0,211765	1,58431	9,61216
0,219608	1,58431	8,59491
0,227451	1,58431	7,35418
0,235294	1,58431	5,79652
0,243137	1,58431	6,56276
0,25098	1,58431	5,54551
0,258824	1,58431	4,43715
0,266667	1,58431	5,45441
0,27451	1,58431	6,20864
0,282353	1,58431	6,05136
0,290196	1,58431	8,115
0,298039	1,58431	9,13225
0,305882	1,58431	8,86882
0,313725	1,58431	9,58709
0,321569	1,58431	12,6389
0,329412	1,58431	15,3469
0,337255	1,58431	18,0151
0,345098	1,58431	19,0324
0,352941	1,58431	19,3214
0,360784	1,58431	19,0555
0,368627	1,58431	18,0383
0,376471	1,58431	16,0099
0,384314	1,58431	13,1002
0,392157	1,58431	10,0484
0,4	1,58431	6,84434
0,407843	1,58431	5,99997
0,415686	1,58431	5,14458
0,423529	1,58431	4,12732
0,431373	1,58431	4,01216
0,439216	1,58431	4,4479
0,447059	1,58431	8,39327
0,454902	1,58431	11,445
0,462745	1,58431	13,3737
0,470588	1,58431	15,7426
0,478431	1,58431	16,7599
0,486275	1,58431	16,4852
0,494118	1,58431	15,4679
0,501961	1,58431	14,0518
0,509804	1,58431	11,5771
0,517647	1,58431	8,5253
0,52549	1,58431	9,08138
0,533333	1,58431	9,97466
0,541176	1,58431	9,85362
0,54902	1,58431	8,84682
0,556863	1,58431	10,1805
0,564706	1,58431	11,1977
0,572549	1,58431	11,3861
0,580392	1,58431	10,9603
0,588235	1,58431	9,94305
0,596078	1,58431	8,05386
0,603922	1,58431	7,03994
0,611765	1,58431	6,39942
0,619608	1,58431	5,38217
