WSxM file copyright UAM
WSxM ASCII XYZ file
X[µm]		Y[µm]		Z[nm]
0,917647	0,658824	9,11082
0,92549	0,658824	10,5859
0,933333	0,658824	11,6032
0,941176	0,658824	12,3435
0,94902	0,658824	12,264
0,956863	0,658824	13,2812
0,964706	0,658824	13,4326
0,972549	0,658824	12,4153
0,980392	0,658824	10,8044
0,988235	0,658824	7,75268
0,996078	0,658824	5,05076
1,00392	0,658824	5,97961
1,01176	0,658824	6,99686
1,01961	0,658824	7,441
1,02745	0,658824	6,92069
1,03529	0,658824	7,93794
1,04314	0,658824	8,52634
1,05098	0,658824	7,50908
1,05882	0,658824	7,7103
1,06667	0,658824	6,69304
1,07451	0,658824	9,19502
1,08235	0,658824	10,9591
1,0902	0,658824	12,135
1,09804	0,658824	14,9809
1,10588	0,658824	17,9209
1,11373	0,658824	18,9382
1,12157	0,658824	19,3816
1,12941	0,658824	19,0912
1,13725	0,658824	18,0739
1,1451	0,658824	16,0213
1,15294	0,658824	12,9696
1,16078	0,658824	9,59529
1,16863	0,658824	8,72283
1,17647	0,658824	7,70558
1,18431	0,658824	5,94029
1,19216	0,658824	6,99453
1,2	0,658824	8,01178
1,20784	0,658824	8,30389
1,21569	0,658824	7,28663
1,22353	0,658824	5,81789
1,23137	0,658824	6,9856
1,23922	0,658824	8,45174
1,24706	0,658824	9,46899
1,2549	0,658824	9,61331
1,26275	0,658824	8,59605
1,27059	0,658824	8,66412
1,27843	0,658824	8,21657
1,28627	0,658824	9,97498
1,29412	0,658824	12,0995
1,30196	0,658824	13,1235
1,3098	0,658824	14,1408
1,31765	0,658824	13,1235
1,32549	0,658824	11,9446
1,33333	0,658824	9,50254
1,34118	0,658824	6,63999
1,34902	0,658824	8,10259
1,35686	0,658824	9,11984
1,36471	0,658824	8,96744
1,37255	0,658824	7,95019
1,38039	0,658824	10,746
1,38824	0,658824	12,644
1,39608	0,658824	13,6613
1,40392	0,658824	14,2374
1,41176	0,658824	14,0787
1,41961	0,658824	13,0615
1,42745	0,658824	11,2877
1,43529	0,658824	8,23592
1,44314	0,658824	7,02126
1,45098	0,658824	10,2432
1,45882	0,658824	13,295
1,46667	0,658824	14,6088
1,47451	0,658824	15,626
1,48235	0,658824	16,2044
1,4902	0,658824	16,1962
1,49804	0,658824	15,1789
1,50588	0,658824	12,6738
1,51373	0,658824	9,87465
1,52157	0,658824	8,0099
1,52941	0,658824	6,99265
1,53725	0,658824	5,97263
1,5451	0,658824	6,98988
1,55294	0,658824	7,28428
1,56078	0,658824	7,18502
1,56863	0,658824	8,20228
1,57647	0,658824	8,33128
1,58431	0,658824	7,31402
1,59216	0,658824	6,41287
1,6	0,658824	8,02773
1,60784	0,658824	9,34934
1,61569	0,658824	10,3666
1,62353	0,658824	10,6597
1,63137	0,658824	9,64247
1,63922	0,658824	8,17338
1,64706	0,658824	7,17247
1,6549	0,658824	9,67064
1,66275	0,658824	12,7224
1,67059	0,658824	14,4833
1,67843	0,658824	15,5105
1,68627	0,658824	16,5277
1,69412	0,658824	16,2332
1,70196	0,658824	15,216
1,7098	0,658824	13,3058
1,71765	0,658824	10,3056
1,72549	0,658824	7,25382
1,73333	0,658824	6,00042
1,74118	0,658824	6,56566
1,74902	0,658824	7,88405
1,75686	0,658824	10,9358
1,76471	0,658824	13,269
1,77255	0,658824	14,4277
1,78039	0,658824	15,4449
1,78824	0,658824	15,1352
1,79608	0,658824	14,118
1,80392	0,658824	12,3399
1,81176	0,658824	9,32299
1,81961	0,658824	6,27123
1,82745	0,658824	6,82908
1,83529	0,658824	6,37083
1,84314	0,658824	6,81536
1,85098	0,658824	7,83261
1,85882	0,658824	9,5544
1,86667	0,658824	12,6062
1,87451	0,658824	14,9373
1,88235	0,658824	16,0423
1,8902	0,658824	17,0596
1,89804	0,658824	16,5892
1,90588	0,658824	15,5719
1,91373	0,658824	14,3668
1,92157	0,658824	12,1329
1,92941	0,658824	9,08116
1,93725	0,658824	6,88881
1,9451	0,658824	5,87156
1,95294	0,658824	6,52807
1,96078	0,658824	6,94849
1,96863	0,658824	5,93124
1,97647	0,658824	3,56163
1,98431	0,658824	3,10245
1,99216	0,658824	5,60724
2	0,658824	6,62449
0	0,666667	7,08364
0,00784314	0,666667	7,40607
0,0156863	0,666667	6,38882
0,0235294	0,666667	6,38774
0,0313725	0,666667	9,6456
0,0392157	0,666667	12,6974
0,0470588	0,666667	14,4876
0,054902	0,666667	15,8363
0,0627451	0,666667	16,8535
0,0705882	0,666667	16,5873
0,0784314	0,666667	15,5874
0,0862745	0,666667	14,5701
0,0941176	0,666667	11,8194
0,101961	0,666667	8,76764
0,109804	0,666667	4,99392
0,117647	0,666667	5,93993
0,12549	0,666667	6,85861
0,133333	0,666667	8,43753
0,141176	0,666667	9,45478
0,14902	0,666667	9,93682
0,156863	0,666667	10,5643
0,164706	0,666667	11,9776
0,172549	0,666667	13,0446
0,180392	0,666667	14,0619
0,188235	0,666667	13,6611
0,196078	0,666667	12,6438
0,203922	0,666667	11,2143
0,211765	0,666667	8,16249
0,219608	0,666667	5,66651
0,227451	0,666667	5,62933
0,235294	0,666667	4,61208
0,243137	0,666667	6,01157
0,25098	0,666667	8,84174
0,258824	0,666667	11,8935
0,266667	0,666667	13,9808
0,27451	0,666667	14,998
0,282353	0,666667	15,7634
0,290196	0,666667	15,0603
0,298039	0,666667	14,043
0,305882	0,666667	12,3119
0,313725	0,666667	9,26013
0,321569	0,666667	7,40217
0,329412	0,666667	9,91897
0,337255	0,666667	11,0206
0,345098	0,666667	12,0379
0,352941	0,666667	11,6263
0,360784	0,666667	10,609
0,368627	0,666667	8,7282
0,376471	0,666667	5,67644
0,384314	0,666667	5,86478
0,392157	0,666667	6,33202
0,4	0,666667	5,31477
0,407843	0,666667	5,84975
0,415686	0,666667	6,867
0,423529	0,666667	7,18934
0,431373	0,666667	6,17208
0,439216	0,666667	8,34253
0,447059	0,666667	11,3943
0,454902	0,666667	13,4744
0,462745	0,666667	14,5266
0,470588	0,666667	15,5438
0,478431	0,666667	15,7138
0,486275	0,666667	14,71
0,494118	0,666667	13,6928
0,501961	0,666667	11,8069
0,509804	0,666667	9,18691
0,517647	0,666667	6,51434
0,52549	0,666667	8,006
0,533333	0,666667	10,2304
0,541176	0,666667	13,2822
0,54902	0,666667	14,4784
0,556863	0,666667	15,4956
0,564706	0,666667	16,3969
0,572549	0,666667	15,9769
0,580392	0,666667	14,9597
0,588235	0,666667	12,6943
0,596078	0,666667	10,5126
0,603922	0,666667	7,46082
0,611765	0,666667	4,69891
0,619608	0,666667	7,94748
0,627451	0,666667	10,9992
0,635294	0,666667	13,0625
0,643137	0,666667	14,0798
0,65098	0,666667	14,9731
0,658824	0,666667	14,9859
0,666667	0,666667	14,264
0,67451	0,666667	13,2467
0,682353	0,666667	11,203
0,690196	0,666667	9,13248
0,698039	0,666667	8,11523
0,705882	0,666667	7,86984
0,713725	0,666667	9,05984
0,721569	0,666667	10,0771
0,729412	0,666667	9,65193
0,737255	0,666667	8,63468
0,745098	0,666667	6,44626
0,752941	0,666667	3,87909
0,760784	0,666667	5,31158
0,768627	0,666667	6,49566
0,776471	0,666667	7,51292
0,784314	0,666667	7,98216
0,792157	0,666667	9,45959
0,8	0,666667	10,4768
0,807843	0,666667	11,073
0,815686	0,666667	10,4939
0,823529	0,666667	9,47669
0,831373	0,666667	8,05269
0,839216	0,666667	6,30132
0,847059	0,666667	7,26599
0,854902	0,666667	8,28324
0,862745	0,666667	8,43939
0,870588	0,666667	8,93398
0,878431	0,666667	8,9892
0,886275	0,666667	7,97194
0,894118	0,666667	8,34502
0,901961	0,666667	9,36227
0,909804	0,666667	9,80982
0,917647	0,666667	11,5379
0,92549	0,666667	13,0123
0,933333	0,666667	14,0295
0,941176	0,666667	14,4759
0,94902	0,666667	13,7469
0,956863	0,666667	12,7297
0,964706	0,666667	10,5314
0,972549	0,666667	9,36354
0,980392	0,666667	7,75268
0,988235	0,666667	5,61642
0,996078	0,666667	4,15224
1,00392	0,666667	4,19155
1,01176	0,666667	5,4184
1,01961	0,666667	8,06209
1,02745	0,666667	9,97245
1,03529	0,666667	10,9897
1,04314	0,666667	11,5781
1,05098	0,666667	10,5608
1,05882	0,666667	9,38673
1,06667	0,666667	6,33497
1,07451	0,666667	8,17777
1,08235	0,666667	9,94181
1,0902	0,666667	11,1178
1,09804	0,666667	12,4401
1,10588	0,666667	14,8692
1,11373	0,666667	15,8864
1,12157	0,666667	16,3298
1,12941	0,666667	16,1031
1,13725	0,666667	15,0859
1,1451	0,666667	13,3237
1,15294	0,666667	10,5343
1,16078	0,666667	10,3301
1,16863	0,666667	9,74009
1,17647	0,666667	8,72283
1,18431	0,666667	6,95755
1,19216	0,666667	5,97728
1,2	0,666667	6,99453
1,20784	0,666667	7,8142
1,21569	0,666667	7,10353
1,22353	0,666667	6,50954
1,23137	0,666667	5,96835
1,23922	0,666667	7,43448
1,24706	0,666667	8,45174
1,2549	0,666667	9,25321
1,26275	0,666667	9,24679
1,27059	0,666667	9,68138
1,27843	0,666667	9,23383
1,28627	0,666667	10,9922
1,29412	0,666667	12,4533
1,30196	0,666667	13,4735
1,3098	0,666667	14,4908
1,31765	0,666667	13,7485
1,32549	0,666667	12,7313
1,33333	0,666667	10,5198
1,34118	0,666667	7,57427
1,34902	0,666667	7,08534
1,35686	0,666667	8,10259
1,36471	0,666667	7,95019
1,37255	0,666667	8,71151
1,38039	0,666667	11,7633
1,38824	0,666667	13,6613
1,39608	0,666667	14,6785
1,40392	0,666667	15,2546
1,41176	0,666667	15,096
1,41961	0,666667	14,0787
1,42745	0,666667	12,3049
1,43529	0,666667	9,29087
1,44314	0,666667	6,31014
1,45098	0,666667	9,22598
1,45882	0,666667	12,2777
1,46667	0,666667	15,0027
1,47451	0,666667	16,02
1,48235	0,666667	16,8863
1,4902	0,666667	15,8691
1,49804	0,666667	14,8263
1,50588	0,666667	12,4624
1,51373	0,666667	9,95087
1,52157	0,666667	9,49645
1,52941	0,666667	8,4792
1,53725	0,666667	7,13695
1,5451	0,666667	4,24816
1,55294	0,666667	6,01763
1,56078	0,666667	8,20228
1,56863	0,666667	9,21953
1,57647	0,666667	9,34853
1,58431	0,666667	8,33128
1,59216	0,666667	6,68646
1,6	0,666667	6,07952
1,60784	0,666667	7,53633
1,61569	0,666667	8,55358
1,62353	0,666667	8,24804
1,63137	0,666667	7,64836
1,63922	0,666667	6,63111
1,64706	0,666667	6,91605
1,6549	0,666667	7,03946
1,66275	0,666667	10,0912
1,67059	0,666667	11,6938
1,67843	0,666667	12,711
1,68627	0,666667	13,476
1,69412	0,666667	13,7114
1,70196	0,666667	12,6941
1,7098	0,666667	11,065
1,71765	0,666667	9,28832
1,72549	0,666667	7,77572
1,73333	0,666667	7,01767
1,74118	0,666667	6,53954
1,74902	0,666667	7,55679
1,75686	0,666667	9,91856
1,76471	0,666667	12,2517
1,77255	0,666667	13,4104
1,78039	0,666667	14,4277
1,78824	0,666667	14,7711
1,79608	0,666667	13,7538
1,80392	0,666667	12,2596
1,81176	0,666667	10,0299
1,81961	0,666667	6,97819
1,82745	0,666667	6,11999
1,83529	0,666667	6,38574
1,84314	0,666667	6,14416
1,85098	0,666667	7,34234
1,85882	0,666667	10,3964
1,86667	0,666667	13,4482
1,87451	0,666667	15,9148
1,88235	0,666667	17,0596
1,8902	0,666667	18,0768
1,89804	0,666667	17,6064
1,90588	0,666667	16,5892
1,91373	0,666667	15,384
1,92157	0,666667	13,1502
1,92941	0,666667	10,0984
1,93725	0,666667	9,21941
1,9451	0,666667	8,20216
1,95294	0,666667	6,9878
1,96078	0,666667	6,194
1,96863	0,666667	5,5736
1,97647	0,666667	4,55635
1,98431	0,666667	6,1542
1,99216	0,666667	7,17146
2	0,666667	8,15732
0	0,67451	4,76862
0,00784314	0,67451	5,25123
0,0156863	0,67451	4,23398
0,0235294	0,67451	3,54875
0,0313725	0,67451	6,81895
0,0392157	0,67451	9,8707
0,0470588	0,67451	12,4069
0,054902	0,67451	14,0617
0,0627451	0,67451	15,0789
0,0705882	0,67451	15,2652
0,0784314	0,67451	14,5701
0,0862745	0,67451	13,5529
0,0941176	0,67451	11,5067
0,101961	0,67451	8,45493
0,109804	0,67451	5,26778
0,117647	0,67451	5,55397
0,12549	0,67451	7,97732
0,133333	0,67451	9,45478
0,141176	0,67451	11,2921
0,14902	0,67451	12,3094
0,156863	0,67451	12,9386
0,164706	0,67451	13,9125
0,172549	0,67451	14,9298
0,180392	0,67451	15,558
0,188235	0,67451	15,3049
0,196078	0,67451	14,2876
0,203922	0,67451	12,7125
0,211765	0,67451	9,81547
0,219608	0,67451	6,76371
0,227451	0,67451	6,64658
0,235294	0,67451	5,62933
0,243137	0,67451	4,05215
0,25098	0,67451	7,82449
0,258824	0,67451	10,8762
0,266667	0,67451	12,9635
0,27451	0,67451	13,9808
0,282353	0,67451	14,8292
0,290196	0,67451	15,7454
0,298039	0,67451	14,7282
0,305882	0,67451	13,0008
0,313725	0,67451	9,94904
0,321569	0,67451	6,60709
0,329412	0,67451	8,06614
0,337255	0,67451	10,0034
0,345098	0,67451	11,0206
0,352941	0,67451	10,609
0,360784	0,67451	9,5918
0,368627	0,67451	7,71095
0,376471	0,67451	5,05914
0,384314	0,67451	6,07639
0,392157	0,67451	6,98973
0,4	0,67451	6,58036
0,407843	0,67451	6,867
0,415686	0,67451	7,88425
0,423529	0,67451	8,20659
0,431373	0,67451	7,18934
0,439216	0,67451	7,32528
0,447059	0,67451	10,377
0,454902	0,67451	12,4572
0,462745	0,67451	13,5093
0,470588	0,67451	14,5266
0,478431	0,67451	14,6966
0,486275	0,67451	13,6928
0,494118	0,67451	12,6755
0,501961	0,67451	10,7896
0,509804	0,67451	8,16966
0,517647	0,67451	7,53159
0,52549	0,67451	9,02325
0,533333	0,67451	10,0405
0,541176	0,67451	12,2649
0,54902	0,67451	13,4611
0,556863	0,67451	14,4784
0,564706	0,67451	15,4187
0,572549	0,67451	15,7344
0,580392	0,67451	14,7288
0,588235	0,67451	13,7115
0,596078	0,67451	11,5298
0,603922	0,67451	8,47807
0,611765	0,67451	7,60244
0,619608	0,67451	7,33124
0,627451	0,67451	9,98199
0,635294	0,67451	11,6147
0,643137	0,67451	12,632
0,65098	0,67451	13,0894
0,658824	0,67451	13,6938
0,666667	0,67451	12,6766
0,67451	0,67451	11,372
0,682353	0,67451	9,83307
0,690196	0,67451	10,1497
0,698039	0,67451	9,13248
0,705882	0,67451	8,88709
0,713725	0,67451	10,0771
0,721569	0,67451	11,0943
0,729412	0,67451	11,1341
0,737255	0,67451	10,2709
0,745098	0,67451	9,25364
0,752941	0,67451	6,20188
0,760784	0,67451	5,3174
0,768627	0,67451	6,35757
0,776471	0,67451	7,37483
0,784314	0,67451	8,01859
0,792157	0,67451	7,00134
0,8	0,67451	7,57984
0,807843	0,67451	9,05955
0,815686	0,67451	10,0768
0,823529	0,67451	10,0872
0,831373	0,67451	9,06994
0,839216	0,67451	7,31857
0,847059	0,67451	7,86067
0,854902	0,67451	10,2218
0,862745	0,67451	11,239
0,870588	0,67451	11,9857
0,878431	0,67451	11,8503
0,886275	0,67451	10,8335
0,894118	0,67451	9,81621
0,901961	0,67451	9,24008
0,909804	0,67451	9,98441
0,917647	0,67451	12,5551
0,92549	0,67451	14,0295
0,933333	0,67451	15,0468
0,941176	0,67451	15,4932
0,94902	0,67451	14,7642
0,956863	0,67451	13,7469
0,964706	0,67451	11,958
0,972549	0,67451	9,02914
0,980392	0,67451	6,20889
0,988235	0,67451	5,53428
0,996078	0,67451	4,94977
1,00392	0,67451	4,95279
1,01176	0,67451	6,43566
1,01961	0,67451	9,07934
1,02745	0,67451	10,9897
1,03529	0,67451	12,007
1,04314	0,67451	12,5953
1,05098	0,67451	11,5805
1,05882	0,67451	10,5632
1,06667	0,67451	8,07096
1,07451	0,67451	5,80707
1,08235	0,67451	8,00991
1,0902	0,67451	9,02716
1,09804	0,67451	9,94878
1,10588	0,67451	11,5344
1,11373	0,67451	12,561
1,12157	0,67451	13,5783
1,12941	0,67451	13,5777
1,13725	0,67451	12,5604
1,1451	0,67451	11,0906
1,15294	0,67451	8,29555
1,16078	0,67451	9,3128
1,16863	0,67451	9,47842
1,17647	0,67451	8,46117
1,18431	0,67451	7,428
1,19216	0,67451	6,52596
1,2	0,67451	6,5194
1,20784	0,67451	7,39432
1,21569	0,67451	8,12079
1,22353	0,67451	7,77491
1,23137	0,67451	6,75766
1,23922	0,67451	6,34299
1,24706	0,67451	7,36024
1,2549	0,67451	8,52302
1,26275	0,67451	9,54171
1,27059	0,67451	10,559
1,27843	0,67451	9,6678
1,28627	0,67451	9,97498
1,29412	0,67451	11,436
1,30196	0,67451	12,4563
1,3098	0,67451	13,4735
1,31765	0,67451	12,7313
1,32549	0,67451	11,714
1,33333	0,67451	9,7599
1,34118	0,67451	7,81602
1,34902	0,67451	8,56491
1,35686	0,67451	8,70341
1,36471	0,67451	7,68615
1,37255	0,67451	7,69426
1,38039	0,67451	10,746
1,38824	0,67451	12,644
1,39608	0,67451	13,6613
1,40392	0,67451	14,2374
1,41176	0,67451	14,0787
1,41961	0,67451	13,0615
1,42745	0,67451	11,7931
1,43529	0,67451	10,3081
1,44314	0,67451	7,32739
1,45098	0,67451	8,18358
1,45882	0,67451	11,0628
1,46667	0,67451	13,9855
1,47451	0,67451	15,0027
1,48235	0,67451	15,8691
1,4902	0,67451	14,9996
1,49804	0,67451	13,9823
1,50588	0,67451	11,6131
1,51373	0,67451	10,0942
1,52157	0,67451	10,5137
1,52941	0,67451	9,49645
1,53725	0,67451	8,15421
1,5451	0,67451	5,9327
1,55294	0,67451	6,59844
1,56078	0,67451	8,92533
1,56863	0,67451	9,94259
1,57647	0,67451	10,213
1,58431	0,67451	9,19578
1,59216	0,67451	7,73839
1,6	0,67451	5,51851
1,60784	0,67451	4,48457
1,61569	0,67451	5,50183
1,62353	0,67451	6,00872
1,63137	0,67451	7,7502
1,63922	0,67451	8,76746
1,64706	0,67451	9,48094
1,6549	0,67451	9,16643
1,66275	0,67451	8,14917
1,67059	0,67451	8,64203
1,67843	0,67451	9,82091
1,68627	0,67451	10,8382
1,69412	0,67451	10,6695
1,70196	0,67451	9,65224
1,7098	0,67451	8,01325
1,71765	0,67451	7,07827
1,72549	0,67451	6,91639
1,73333	0,67451	6,59264
1,74118	0,67451	5,57539
1,74902	0,67451	6,53954
1,75686	0,67451	8,11479
1,76471	0,67451	10,5856
1,77255	0,67451	12,0285
1,78039	0,67451	13,0457
1,78824	0,67451	13,7538
1,79608	0,67451	12,7366
1,80392	0,67451	11,2424
1,81176	0,67451	9,39966
1,81961	0,67451	7,18287
1,82745	0,67451	6,71379
1,83529	0,67451	6,14416
1,84314	0,67451	7,16142
1,85098	0,67451	8,00664
1,85882	0,67451	10,4417
1,86667	0,67451	13,4885
1,87451	0,67451	15,9479
1,88235	0,67451	17,3792
1,8902	0,67451	18,3965
1,89804	0,67451	18,2119
1,90588	0,67451	17,1947
1,91373	0,67451	16,1294
1,92157	0,67451	13,5883
1,92941	0,67451	10,6194
1,93725	0,67451	10,5438
1,9451	0,67451	9,52653
1,95294	0,67451	8,3188
1,96078	0,67451	5,3048
1,96863	0,67451	5,41694
1,97647	0,67451	5,45151
1,98431	0,67451	7,17146
1,99216	0,67451	8,18871
2	0,67451	9,17457
0	0,682353	3,79936
0,00784314	0,682353	3,70954
0,0156863	0,682353	4,45752
0,0235294	0,682353	4,93291
0,0313725	0,682353	6,18821
0,0392157	0,682353	8,65022
0,0470588	0,682353	10,3115
0,054902	0,682353	11,5312
0,0627451	0,682353	12,6031
0,0705882	0,682353	13,6204
0,0784314	0,682353	13,0779
0,0862745	0,682353	12,0607
0,0941176	0,682353	10,4894
0,101961	0,682353	7,43767
0,109804	0,682353	6,62945
0,117647	0,682353	6,32901
0,12549	0,682353	9,44545
0,133333	0,682353	12,4972
0,141176	0,682353	13,5573
0,14902	0,682353	14,5746
0,156863	0,682353	14,9001
0,164706	0,682353	14,9298
0,172549	0,682353	15,947
0,180392	0,682353	16,5753
0,188235	0,682353	16,3221
0,196078	0,682353	15,3049
0,203922	0,682353	13,8924
0,211765	0,682353	10,8406
0,219608	0,682353	7,78096
0,227451	0,682353	5,62933
0,235294	0,682353	4,66464
0,243137	0,682353	3,64739
0,25098	0,682353	6,25624
0,258824	0,682353	8,78963
0,266667	0,682353	11,1444
0,27451	0,682353	12,7947
0,282353	0,682353	13,8119
0,290196	0,682353	14,7282
0,298039	0,682353	13,7109
0,305882	0,682353	11,9835
0,313725	0,682353	8,93178
0,321569	0,682353	5,58983
0,329412	0,682353	7,05327
0,337255	0,682353	8,11516
0,345098	0,682353	9,13242
0,352941	0,682353	9,75344
0,360784	0,682353	8,90518
0,368627	0,682353	7,88792
0,376471	0,682353	6,07639
0,384314	0,682353	7,09365
0,392157	0,682353	8,00698
0,4	0,682353	7,59761
0,407843	0,682353	7,37695
0,415686	0,682353	8,3942
0,423529	0,682353	8,57174
0,431373	0,682353	7,55449
0,439216	0,682353	5,9703
0,447059	0,682353	7,98298
0,454902	0,682353	9,40539
0,462745	0,682353	10,4575
0,470588	0,682353	11,4748
0,478431	0,682353	11,6448
0,486275	0,682353	11,3716
0,494118	0,682353	10,3544
0,501961	0,682353	9,44646
0,509804	0,682353	8,42921
0,517647	0,682353	7,77498
0,52549	0,682353	9,56348
0,533333	0,682353	10,5807
0,541176	0,682353	10,606
0,54902	0,682353	11,3061
0,556863	0,682353	13,3842
0,564706	0,682353	14,4015
0,572549	0,682353	14,7171
0,580392	0,682353	13,8134
0,588235	0,682353	12,7962
0,596078	0,682353	11,2047
0,603922	0,682353	10,5215
0,611765	0,682353	10,3958
0,619608	0,682353	9,37855
0,627451	0,682353	8,2235
0,635294	0,682353	8,56295
0,643137	0,682353	9,5802
0,65098	0,682353	10,3664
0,658824	0,682353	11,266
0,666667	0,682353	11,1368
0,67451	0,682353	10,1196
0,682353	0,682353	8,81582
0,690196	0,682353	9,56302
0,698039	0,682353	9,43513
0,705882	0,682353	8,41788
0,713725	0,682353	10,3823
0,721569	0,682353	11,3995
0,729412	0,682353	12,1514
0,737255	0,682353	11,2881
0,745098	0,682353	10,2709
0,752941	0,682353	7,21913
0,760784	0,682353	7,25173
0,768627	0,682353	9,0307
0,776471	0,682353	10,0479
0,784314	0,682353	10,6517
0,792157	0,682353	9,63445
0,8	0,682353	7,00688
0,807843	0,682353	8,51849
0,815686	0,682353	9,53574
0,823529	0,682353	10,1363
0,831373	0,682353	9,11907
0,839216	0,682353	7,81134
0,847059	0,682353	9,33089
0,854902	0,682353	11,8414
0,862745	0,682353	13,0302
0,870588	0,682353	14,0474
0,878431	0,682353	13,9151
0,886275	0,682353	12,8978
0,894118	0,682353	11,149
0,901961	0,682353	10,2573
0,909804	0,682353	11,0017
0,917647	0,682353	11,5379
0,92549	0,682353	13,3904
0,933333	0,682353	14,574
0,941176	0,682353	15,5912
0,94902	0,682353	15,4529
0,956863	0,682353	14,4356
0,964706	0,682353	12,9753
0,972549	0,682353	10,0464
0,980392	0,682353	6,99463
0,988235	0,682353	5,50693
0,996078	0,682353	5,21922
1,00392	0,682353	5,61603
1,01176	0,682353	6,94688
1,01961	0,682353	9,36424
1,02745	0,682353	11,131
1,03529	0,682353	12,3103
1,04314	0,682353	13,3275
1,05098	0,682353	12,5977
1,05882	0,682353	11,5805
1,06667	0,682353	9,08822
1,07451	0,682353	6,03646
1,08235	0,682353	5,42036
1,0902	0,682353	7,91427
1,09804	0,682353	8,93152
1,10588	0,682353	8,48263
1,11373	0,682353	9,50925
1,12157	0,682353	10,5265
1,12941	0,682353	10,5259
1,13725	0,682353	9,50867
1,1451	0,682353	8,51249
1,15294	0,682353	7,49524
1,16078	0,682353	8,17161
1,16863	0,682353	8,46117
